fund_code,fund_name
004715,中金丰颐灵活配置混合型证券投资基金
004716,信诚量化阿尔法股票型证券投资基金
004717,万家天添宝货币市场基金
004718,万家天添宝货币市场基金
004719,景顺长城睿成灵活配置混合型证券投资基金
004720,华夏睿磐泰茂混合型证券投资基金
004721,华夏睿磐泰茂混合型证券投资基金
004722,中银丰和定期开放债券型发起式证券投资基金
004723,中银丰实定期开放债券型发起式证券投资基金
004724,先锋聚元灵活配置混合型证券投资基金
004725,先锋聚元灵活配置混合型证券投资基金
004726,先锋聚优灵活配置混合型证券投资基金
004727,先锋聚优灵活配置混合型证券投资基金
004728,中欧瑾泰债券型证券投资基金
004729,中欧瑾泰债券型证券投资基金
004730,建信量化事件驱动股票型证券投资基金
004731,万家瑞尧灵活配置混合型证券投资基金
004732,万家瑞尧灵活配置混合型证券投资基金
004734,中欧瑾灵灵活配置混合型证券投资基金
004735,中欧瑾灵灵活配置混合型证券投资基金
004736,富国鼎利纯债债券型发起式证券投资基金
004737,富国新优享灵活配置混合型证券投资基金
004738,上投摩根安隆回报混合型证券投资基金
004739,上投摩根安隆回报混合型证券投资基金
004740,中欧瑞丰灵活配置混合型证券投资基金
004741,农银汇理区间策略灵活配置混合型证券投资基金
004742,易方达深证100交易型开放式指数证券投资基金联接基金
004743,易方达上证中盘交易型开放式指数证券投资基金联接基金
004744,易方达创业板交易型开放式指数证券投资基金联接基金
004745,长盛创新驱动灵活配置混合型证券投资基金
004746,易方达50指数证券投资基金
004747,富国新优享灵活配置混合型证券投资基金
004748,天弘策略精选灵活配置混合型发起式证券投资基金
004749,华泰紫金天天金交易型货币市场基金
004750,广发鑫和灵活配置混合型证券投资基金
004751,广发鑫和灵活配置混合型证券投资基金
004752,广发中证传媒交易型开放式指数证券投资基金发起式联接基金
004753,广发中证传媒交易型开放式指数证券投资基金发起式联接基金
004754,广发汇祥一年定期开放债券型证券投资基金
004755,广发汇祥一年定期开放债券型证券投资基金
004756,国寿安保稳吉混合型证券投资基金
004757,国寿安保稳吉混合型证券投资基金
004760,国寿安保稳瑞混合型证券投资基金
004761,国寿安保稳瑞混合型证券投资基金
004763,中科沃土沃嘉灵活配置混合型证券投资基金
004764,中科沃土沃嘉灵活配置混合型证券投资基金
004767,中银智享债券型证券投资基金
004768,申万菱信价值优享混合型证券投资基金
004769,申万菱信价值优先混合型证券投资基金
004770,海富通添益货币市场基金
004771,海富通添益货币市场基金
004772,国寿安保稳泰一年定期开放混合型证券投资基金
004773,国寿安保稳泰一年定期开放混合型证券投资基金
004774,汇添富添福吉祥混合型证券投资基金
004775,嘉实新添泽定期开放混合型证券投资基金
004776,鹏华金元宝货币市场基金
004777,国都消费升级灵活配置混合型发起式证券投资基金
004778,上投摩根安腾回报混合型证券投资基金
004779,上投摩根安腾回报混合型证券投资基金
004780,招商招利一年期理财债券型证券投资基金
004783,中融量化智选混合型证券投资基金
004784,招商稳健优选股票型证券投资基金
004785,中融量化多因子混合型发起式证券投资基金
004786,渤海汇金汇添金货币市场基金
004787,渤海汇金汇添金货币市场基金
004788,富荣福泰灵活配置混合型证券投资基金
004789,富荣福泰灵活配置混合型证券投资基金
004790,富荣福安灵活配置混合型证券投资基金
004791,富荣福安灵活配置混合型证券投资基金
004792,富荣富乾债券型证券投资基金
004793,富荣富乾债券型证券投资基金
004794,富荣福鑫灵活配置混合型证券投资基金
004795,富荣福鑫灵活配置混合型证券投资基金
004796,广发钱袋子货币市场基金
004797,国寿安保安盛纯债3个月定期开放债券型发起式证券投资基金
004798,建信智享添鑫定期开放混合型证券投资基金
004800,浦银安盛盛通定期开放债券型发起式证券投资基金
004801,浦银安盛安久回报定期开放混合型证券投资基金
004802,浦银安盛安久回报定期开放混合型证券投资基金
004803,益民信用增利纯债一年定期开放债券型证券投资基金
004804,益民信用增利纯债一年定期开放债券型证券投资基金
004805,长信消费精选行业量化股票型证券投资基金
004806,长信先机两年定期开放灵活配置混合型证券投资基金
004807,中银证券安弘债券型证券投资基金
004808,中银证券安弘债券型证券投资基金
004809,新疆前海联合润丰灵活配置混合型证券投资基金
004811,万家现金宝货币市场证券投资基金
004812,中欧先进制造股票型发起式证券投资基金
004813,中欧先进制造股票型发起式证券投资基金
004814,中欧红利优享灵活配置混合型证券投资基金
004815,中欧红利优享灵活配置混合型证券投资基金
004818,国寿安保目标策略灵活配置混合型发起式证券投资基金
004819,国寿安保目标策略灵活配置混合型发起式证券投资基金
004821,国寿安保安吉纯债半年定期开放债券型发起式证券投资基金
004823,上投摩根安裕回报混合型证券投资基金
004824,上投摩根安裕回报混合型证券投资基金
004825,平安惠泽纯债债券型证券投资基金
004826,平安惠悦纯债债券型证券投资基金
004827,平安鑫荣混合型证券投资基金
004828,平安鑫荣混合型证券投资基金
004829,北信瑞丰兴瑞灵活配置混合型证券投资基金
004831,汇添富鑫泽定期开放债券型发起式证券投资基金
004832,汇添富鑫泽定期开放债券型发起式证券投资基金
004833,先锋聚利灵活配置混合型证券投资基金
004834,先锋聚利灵活配置混合型证券投资基金
004836,中融鑫价值灵活配置混合型证券投资基金
004837,中融鑫价值灵活配置混合型证券投资基金
004838,信达澳银安益纯债债券型证券投资基金
004839,银华双月定期理财债券型证券投资基金
004840,东兴品牌精选灵活配置混合型证券投资基金
004841,博时合惠货币市场基金
004844,中银利享定期开放债券型证券投资基金
004845,南华瑞盈混合型发起式证券投资基金
004846,南华瑞盈混合型发起式证券投资基金
004847,中欧聚信债券型证券投资基金
004848,中欧睿泓定期开放灵活配置混合型证券投资基金
004849,信诚货币市场证券投资基金
004850,中欧弘涛一年定期开放债券型证券投资基金
004851,广发医疗保健股票型证券投资基金
004852,广发价值回报混合型证券投资基金
004853,广发价值回报混合型证券投资基金
004854,广发中证全指汽车指数型发起式证券投资基金
004855,广发中证全指汽车指数型发起式证券投资基金
004856,广发中证全指建筑材料指数型发起式证券投资基金
004857,广发中证全指建筑材料指数型发起式证券投资基金
004858,长信量化多策略股票型证券投资基金
004859,泰康年年红纯债一年定期开放债券型证券投资基金
004860,华泰紫金零钱宝货币市场基金
004861,泰康现金管家货币市场基金
004862,泰康现金管家货币市场基金
004863,泰康现金管家货币市场基金
004865,格林日鑫月熠货币市场基金
004866,格林日鑫月熠货币市场基金
004868,交银施罗德股息优化混合型证券投资基金
004869,中融日日盈交易型货币市场基金
004870,融通创业板指数增强型证券投资基金
004871,中银金融地产混合型证券投资基金
004874,融通巨潮100指数证券投资基金
004875,融通深证成份指数证券投资基金
004876,融通深证100指数证券投资基金
004877,汇添富全球医疗保健混合型证券投资基金(QDII)
004878,汇添富全球医疗保健混合型证券投资基金(QDII)
004879,汇添富全球医疗保健混合型证券投资基金(QDII)
004881,中银量化价值混合型证券投资基金
004882,中银丰荣定期开放债券型发起式证券投资基金
004883,中银证券瑞丰定期开放灵活配置混合型证券投资基金
004884,中银证券瑞丰定期开放灵活配置混合型证券投资基金
004885,长信先优债券型证券投资基金
004887,长信稳通三个月定期开放债券型发起式证券投资基金
004888,财通资管鑫逸回报混合型证券投资基金
004889,财通资管鑫逸回报混合型证券投资基金
004890,中邮健康文娱灵活配置混合型证券投资基金
004891,华润元大成长精选股票型发起式证券投资基金
004892,华润元大成长精选股票型发起式证券投资基金
004893,华润元大润泽债券型证券投资基金
004894,华润元大润泽债券型证券投资基金
004895,华商鑫安灵活配置混合型证券投资基金
004896,鹏华兴鑫宝货币市场基金
004897,长安鑫恒回报混合型证券投资基金
004898,长安鑫恒回报混合型证券投资基金
004899,中银信享定期开放债券型发起式证券投资基金
004900,财通资管鑫锐回报混合型证券投资基金
004901,财通资管鑫锐回报混合型证券投资基金
004902,富国丰利增强债券型发起式证券投资基金
004903,人保货币市场基金
004904,人保货币市场基金
004905,华泰柏瑞生物医药灵活配置混合型证券投资基金
004906,农银汇理金鸿一年定期开放债券型证券投资基金
004907,长安鑫垚主题轮动混合型证券投资基金
004908,长安鑫垚主题轮动混合型证券投资基金
004910,中加颐享纯债债券型证券投资基金
004911,中加纯债定期开放债券型发起式证券投资基金
004912,中加纯债定期开放债券型发起式证券投资基金
004913,中银证券聚瑞混合型证券投资基金
004914,中银证券聚瑞混合型证券投资基金
004915,北信瑞丰尊赢定期开放混合型证券投资基金
004916,嘉实新添丰定期开放混合型证券投资基金
004917,中银证券祥瑞混合型证券投资基金
004918,中银证券祥瑞混合型证券投资基金
004919,兴全兴泰定期开放债券型发起式证券投资基金
004920,富国泓利纯债债券型发起式证券投资基金
004921,华夏鼎瑞三个月定期开放债券型发起式证券投资基金
004922,华夏鼎瑞三个月定期开放债券型发起式证券投资基金
004923,华夏鼎祥三个月定期开放债券型发起式证券投资基金
004924,华夏鼎祥三个月定期开放债券型发起式证券投资基金
004925,长信低碳环保行业量化股票型证券投资基金
004926,中航军民融合精选混合型证券投资基金
004927,中航军民融合精选混合型证券投资基金
004932,招商丰拓灵活配置混合型证券投资基金
004933,招商丰拓灵活配置混合型证券投资基金
004934,圆信永丰消费升级灵活配置混合型证券投资基金
004935,国都智能制造混合型发起式证券投资基金
004936,中航混改精选混合型证券投资基金
004937,中航混改精选混合型证券投资基金
004938,中欧滚钱宝发起式货币市场基金
004939,中欧滚钱宝发起式货币市场基金
004940,中加聚鑫纯债一年定期开放债券型证券投资基金
004941,中加聚鑫纯债一年定期开放债券型证券投资基金
004942,格林伯元灵活配置混合型证券投资基金
004943,格林伯元灵活配置混合型证券投资基金
004944,鑫元鑫趋势灵活配置混合型证券投资基金
004945,长信中证500指数增强型证券投资基金
004946,汇添富盈润混合型证券投资基金
004947,汇添富盈润混合型证券投资基金
004948,鑫元鑫趋势灵活配置混合型证券投资基金
004951,申万菱信价值优利混合型证券投资基金
004952,兴全恒益债券型证券投资基金
004953,兴全恒益债券型证券投资基金
004954,中银证券中高等级债券型证券投资基金
004955,中银证券中高等级债券型证券投资基金
004956,中银证券安誉债券型证券投资基金
004957,中银证券安誉债券型证券投资基金
004958,圆信永丰优享生活灵活配置混合型证券投资基金
004959,圆信永丰优悦生活混合型证券投资基金
004960,平安合泰3个月定期开放债券型发起式证券投资基金
004965,泓德致远混合型证券投资基金
004966,泓德致远混合型证券投资基金
004967,红土创新货币市场基金
004968,红土创新货币市场基金
004970,南方天天宝货币市场基金
004971,南方天天宝货币市场基金
004972,长城收益宝货币市场基金
004973,长城收益宝货币市场基金
004975,交银施罗德恒益灵活配置混合型证券投资基金
004976,华润元大景泰混合型证券投资基金
004977,华润元大景泰混合型证券投资基金
004978,富国聚利纯债定期开放债券型发起式证券投资基金
004979,华夏鼎诺三个月定期开放债券型发起式证券投资基金
004980,华夏鼎诺三个月定期开放债券型发起式证券投资基金
004981,新华鑫日享中短债债券型证券投资基金
004982,新华安享多裕定期开放灵活配置混合型证券投资基金
004983,鹏扬现金通利货币市场基金
004984,鹏扬现金通利货币市场基金
004985,博时合晶货币市场基金
004986,鹏华策略回报灵活配置混合型证券投资基金
004987,诺德新享灵活配置混合型证券投资基金
004988,人保双利优选混合型证券投资基金
004989,人保双利优选混合型证券投资基金
004993,中欧可转债债券型证券投资基金
004994,中欧可转债债券型证券投资基金
004995,广发品牌消费股票型发起式证券投资基金
004996,广发港股通恒生综合中型股指数证券投资基金(LOF)
004997,广发高端制造股票型发起式证券投资基金
004998,长信全球债券证券投资基金
004999,长信全球债券证券投资基金
005000,泰康泉林量化价值精选混合型证券投资基金
005001,交银施罗德持续成长主题混合型证券投资基金
005002,交银施罗德天运宝货币市场基金
005003,交银施罗德天运宝货币市场基金
005004,交银施罗德品质升级混合型证券投资基金
005005,中金金泽量化精选混合型发起式证券投资基金
005006,中金金泽量化精选混合型发起式证券投资基金
005007,景顺长城景瑞睿利回报定期开放混合型证券投资基金
005008,东方红汇阳债券型证券投资基金
005009,申万菱信行业轮动股票型证券投资基金
005010,金鹰添瑞中短债债券型证券投资基金
005011,金鹰添瑞中短债债券型证券投资基金
005014,泰康景泰回报混合型证券投资基金
005015,泰康景泰回报混合型证券投资基金
005016,长江优享货币市场基金
005017,长江优享货币市场基金
005018,国金民丰回报6个月定期开放混合型证券投资基金
005019,国投瑞银和泰6个月定期开放债券型发起式证券投资基金
005020,信诚智惠金货币市场基金
005021,渤海汇金量化汇盈灵活配置混合型证券投资基金
005024,南方兴利半年定期开放债券型发起式证券投资基金
005025,交银施罗德丰盈收益债券型证券投资基金
005027,光大保德信多策略优选一年定期开放灵活配置混合型证券投资基金
005028,鹏华研究精选灵活配置混合型证券投资基金
005029,中银产业精选混合型证券投资基金
005033,银华智能汽车量化优选股票型发起式证券投资基金
005034,银华智能汽车量化优选股票型发起式证券投资基金
005035,银华信息科技量化优选股票型发起式证券投资基金
005036,银华信息科技量化优选股票型发起式证券投资基金
005037,银华新能源新材料量化优选股票型发起式证券投资基金
005038,银华新能源新材料量化优选股票型发起式证券投资基金
005039,鹏扬景兴混合型证券投资基金
005040,鹏扬景兴混合型证券投资基金
005041,人保研究精选混合型证券投资基金
005042,人保研究精选混合型证券投资基金
005043,国寿安保健康科学混合型证券投资基金
005044,国寿安保健康科学混合型证券投资基金
005047,南华瑞颐混合型证券投资基金
005048,南华瑞颐混合型证券投资基金
005049,长安鑫旺价值灵活配置混合型证券投资基金
005050,长安鑫旺价值灵活配置混合型证券投资基金
005051,上投摩根标普港股通低波红利指数型证券投资基金
005052,上投摩根标普港股通低波红利指数型证券投资基金
005053,银河量化价值混合型证券投资基金
005054,泰康瑞坤纯债债券型证券投资基金
005055,华泰柏瑞量化阿尔法灵活配置混合型证券投资基金
005056,东方红货币市场基金
005057,东方红货币市场基金
005058,东方红货币市场基金
005059,南方安福混合型证券投资基金
005061,农银汇理永益定期开放混合型证券投资基金
005062,博时中证500指数增强型证券投资基金
005063,广发中证全指家用电器指数型发起式证券投资基金
005064,广发中证全指家用电器指数型发起式证券投资基金
005065,中金现金管家货币市场基金
005067,融通逆向策略灵活配置混合型证券投资基金
005068,长信富海纯债一年定期开放债券型证券投资基金
005069,长信富民纯债一年定期开放债券型证券投资基金
005070,长江乐丰纯债定期开放债券型发起式证券投资基金
005072,中银丰进定期开放债券型发起式证券投资基金
005073,永赢永益债券型证券投资基金
005074,永赢永益债券型证券投资基金
005075,富国研究量化精选混合型证券投资基金
005076,创金合信优选回报灵活配置混合型证券投资基金
005077,平安合韵定期开放纯债债券型发起式证券投资基金
005078,富国宝利增强债券型发起式证券投资基金
005079,兴银鑫日享短债债券型证券投资基金
005080,海富通量化多因子灵活配置混合型证券投资基金
005081,海富通量化多因子灵活配置混合型证券投资基金
005082,诺德量化蓝筹增强混合型证券投资基金
005083,诺德量化蓝筹增强混合型证券投资基金
005084,平安量化先锋混合型发起式证券投资基金
005085,平安量化先锋混合型发起式证券投资基金
005088,嘉实新添辉定期开放灵活配置混合型证券投资基金
005089,嘉实新添辉定期开放灵活配置混合型证券投资基金
005090,嘉合睿金定期开放灵活配置混合型发起式证券投资基金
005091,嘉合睿金定期开放灵活配置混合型发起式证券投资基金
005092,广发货币市场基金
005093,中银中债7-10年期国开行债券指数证券投资基金
005094,万家臻选混合型证券投资基金
005095,国泰量化成长优选混合型证券投资基金
005096,国泰量化成长优选混合型证券投资基金
005097,易方达现金增利货币市场基金
005098,易方达龙宝货币市场基金
005099,易方达掌柜季季盈理财债券型证券投资基金
005100,易方达掌柜季季盈理财债券型证券投资基金
005101,易方达月月利理财债券型证券投资基金
005102,工银瑞信沪深300交易型开放式指数证券投资基金联接基金
005103,工银瑞信沪深300交易型开放式指数证券投资基金联接基金
005104,富荣福康混合型证券投资基金
005105,富荣福康混合型证券投资基金
005106,银华农业产业股票型发起式证券投资基金
005107,广发添利交易型货币市场基金
005108,圆信永丰双利优选定期开放灵活配置混合型证券投资基金
005109,汇安多策略灵活配置混合型证券投资基金
005110,汇安多策略灵活配置混合型证券投资基金
005111,泰康泉林量化价值精选混合型证券投资基金
005112,银华中证全指医药卫生指数增强型发起式证券投资基金
005113,平安沪深300指数量化增强证券投资基金
005114,平安沪深300指数量化增强证券投资基金
005115,国泰量化价值精选混合型证券投资基金
005116,国泰量化价值精选混合型证券投资基金
005117,金信价值精选灵活配置混合型发起式证券投资基金
005118,金信价值精选灵活配置混合型发起式证券投资基金
005119,银华智荟内在价值灵活配置混合型发起式证券投资基金
005120,上投摩根量化多因子灵活配置混合型证券投资基金
005121,富国兴利增强债券型发起式证券投资基金
005122,易方达天天理财货币市场基金
005123,南方优享分红灵活配置混合型证券投资基金
005124,易方达恒益定期开放债券型发起式证券投资基金
005125,华宝标普中国A股红利机会指数证券投资基金(LOF)
005126,银河量化稳进混合型证券投资基金
005127,平安合正定期开放纯债债券型发起式证券投资基金
005128,华夏永康添福混合型证券投资基金
005129,富国金利定期开放混合型证券投资基金
005130,富国金利定期开放混合型证券投资基金
005133,兴业量化精选灵活配置混合型发起式证券投资基金
005134,长信长金通货币市场基金
005135,长信长金通货币市场基金
005136,华安幸福生活混合型证券投资基金
005137,长信量化价值精选混合型证券投资基金
005138,前海开源润鑫灵活配置混合型证券投资基金
005139,前海开源润鑫灵活配置混合型证券投资基金
005140,华夏睿磐泰荣混合型证券投资基金
005141,华夏睿磐泰荣混合型证券投资基金
005142,中融沪港深大消费主题灵活配置混合型发起式证券投资基金
005143,中融沪港深大消费主题灵活配置混合型发起式证券投资基金
005144,东吴优益债券型证券投资基金
005145,东吴优益债券型证券投资基金
005146,兴银丰润灵活配置混合型证券投资基金
005148,新华活期添利货币市场基金
005150,红土创新优淳货币市场基金
005151,红土创新优淳货币市场基金
005152,农银汇理沪深300指数证券投资基金
005153,农银汇理日日鑫交易型货币市场基金
005154,博时鑫禧灵活配置混合型证券投资基金
005155,博时鑫禧灵活配置混合型证券投资基金
005156,嘉实领航资产配置混合型基金中基金(FOF)
005157,嘉实领航资产配置混合型基金中基金(FOF)
005158,长江乐盈定期开放债券型发起式证券投资基金
005159,华泰保兴尊合债券型证券投资基金
005160,华泰保兴尊合债券型证券投资基金
005161,华商上游产业股票型证券投资基金
005162,中银如意宝货币市场基金
005164,富荣福锦混合型证券投资基金
005165,富荣福锦混合型证券投资基金
005166,嘉实润和量化6个月定期开放混合型证券投资基金
005167,嘉实润泽量化一年定期开放混合型证券投资基金
005168,信达澳银新征程定期开放灵活配置混合型证券投资基金
005169,华泰保兴策略精选灵活配置混合型发起式证券投资基金
005170,华泰保兴策略精选灵活配置混合型发起式证券投资基金
005171,富国景利纯债债券型发起式证券投资基金
005172,泰康安悦纯债3个月定期开放债券型发起式证券投资基金
005173,富荣富安债券型证券投资基金
005174,富荣富安债券型证券投资基金
005175,国寿安保消费新蓝海灵活配置混合型证券投资基金
005176,富国精准医疗灵活配置混合型证券投资基金
005177,华夏睿磐泰利六个月定期开放混合型证券投资基金
005178,华夏睿磐泰利六个月定期开放混合型证券投资基金
005179,信达澳银新起点定期开放灵活配置混合型证券投资基金
005183,博时富时中国A股指数证券投资基金
005185,国泰招惠收益定期开放债券型证券投资基金
005186,长安鑫兴灵活配置混合型证券投资基金
005187,长安鑫兴灵活配置混合型证券投资基金
005188,海富通量化前锋股票型证券投资基金
005189,海富通量化前锋股票型证券投资基金
005191,博时鑫和灵活配置混合型证券投资基金
005192,博时鑫和灵活配置混合型证券投资基金
005193,北信瑞丰鼎利债券型证券投资基金
005194,南方天天利货币市场基金
005197,工银瑞信沪港深精选灵活配置混合型证券投资基金
005198,工银瑞信沪港深精选灵活配置混合型证券投资基金
005200,浦银安盛普瑞纯债债券型证券投资基金
005201,浦银安盛普瑞纯债债券型证券投资基金
005202,兴业稳天盈货币市场基金
005206,南方优选成长混合型证券投资基金
005207,南方高端装备灵活配置混合型证券投资基金
005208,国寿安保安裕纯债半年定期开放债券型发起式证券投资基金
005209,东吴双三角股票型证券投资基金
005210,东吴双三角股票型证券投资基金
005211,银河智慧主题灵活配置混合型证券投资基金
005212,汇安稳裕债券型证券投资基金
005213,华夏鼎旺三个月定期开放债券型发起式证券投资基金
005214,华夏鼎旺三个月定期开放债券型发起式证券投资基金
005215,南方全天候策略混合型基金中基金(FOF)
005216,南方全天候策略混合型基金中基金(FOF)
005217,建信福泽安泰混合型基金中基金(FOF)
005218,华夏聚惠稳健目标风险混合型基金中基金(FOF)
005219,华夏聚惠稳健目标风险混合型基金中基金(FOF)
005220,海富通聚优精选混合型基金中基金(FOF)
005221,泰达宏利全能优选混合型基金中基金(FOF)
005222,泰达宏利全能优选混合型基金中基金(FOF)
005223,广发中证基建工程指数型发起式证券投资基金
005224,广发中证基建工程指数型发起式证券投资基金
005225,广发量化多因子灵活配置混合型证券投资基金
005226,山西证券改革精选灵活配置混合型证券投资基金
005228,汇添富港股通专注成长混合型证券投资基金
005229,嘉实富时中国A50交易型开放式指数证券投资基金联接基金
005230,长盛货币市场基金
005231,红塔红土盛通灵活配置混合型发起式证券投资基金
005232,红塔红土盛通灵活配置混合型发起式证券投资基金
005233,广发睿毅领先混合型证券投资基金
005234,广发汇吉3个月定期开放债券型发起式证券投资基金
005235,银华食品饮料量化优选股票型发起式证券投资基金
005236,银华食品饮料量化优选股票型发起式证券投资基金
005237,银华医疗健康量化优选股票型发起式证券投资基金
005238,银华医疗健康量化优选股票型发起式证券投资基金
005239,银华文体娱乐量化优选股票型发起式证券投资基金
005240,银华文体娱乐量化优选股票型发起式证券投资基金
005241,中欧时代智慧混合型证券投资基金
005242,中欧时代智慧混合型证券投资基金
005243,融通中国概念债券型证券投资基金(QDII)
005244,国泰聚优价值灵活配置混合型证券投资基金
005245,国泰聚优价值灵活配置混合型证券投资基金
005246,国泰可转债债券型证券投资基金
005247,国都量化精选混合型证券投资基金
005248,新华沪深300指数增强型证券投资基金
005250,银华估值优势混合型证券投资基金
005251,银华多元动力灵活配置混合型证券投资基金
005252,中海添瑞定期开放混合型证券投资基金
005255,浦银安盛港股通量化优选灵活配置混合型证券投资基金
005256,富国新优选灵活配置定期开放混合型证券投资基金
005257,富国新优选灵活配置定期开放混合型证券投资基金
005258,景顺长城量化平衡灵活配置混合型证券投资基金
005259,建信龙头企业股票型证券投资基金
005260,银华稳健增利灵活配置混合型发起式证券投资基金
005261,银华稳健增利灵活配置混合型发起式证券投资基金
005262,鑫元欣享灵活配置混合型证券投资基金
005263,鑫元欣享灵活配置混合型证券投资基金
005264,国都多策略混合型证券投资基金
005265,博时厚泽回报灵活配置混合型证券投资基金
005266,博时厚泽回报灵活配置混合型证券投资基金
005267,嘉实价值精选股票型证券投资基金
005268,鹏华优势企业股票型证券投资基金
005269,华泰柏瑞港股通量化灵活配置混合型证券投资基金
005270,太平改革红利精选灵活配置混合型证券投资基金
005271,安信恒利增强债券型证券投资基金
005272,安信恒利增强债券型证券投资基金
005273,华商可转债债券型证券投资基金
005274,中银景福回报混合型证券投资基金
005275,中欧创新成长灵活配置混合型证券投资基金
005276,中欧创新成长灵活配置混合型证券投资基金
005277,海富通融丰定期开放债券型发起式证券投资基金
005278,中欧优势行业灵活配置混合型证券投资基金
005279,华泰紫金中证红利低波动指数型发起式证券投资基金
005280,安信稳健阿尔法定期开放混合型发起式证券投资基金
005281,中科沃土转型升级灵活配置混合型证券投资基金
005282,中金价值轮动灵活配置混合型证券投资基金
005283,中金价值轮动灵活配置混合型证券投资基金
005284,华商可转债债券型证券投资基金
005285,广发中证10年期国开债指数证券投资基金(LOF)
005286,银华岁丰定期开放债券型发起式证券投资基金
005287,海富通创业板综指增强型发起式证券投资基金
005288,海富通创业板综指增强型发起式证券投资基金
005289,融通通昊定期开放债券型发起式证券投资基金
005290,诺德新盛灵活配置混合型证券投资基金
005291,华富星玉衡一年定期开放混合型证券投资基金
005292,华富星玉衡一年定期开放混合型证券投资基金
005293,诺德新旺灵活配置混合型证券投资基金
005294,诺德新宜灵活配置混合型证券投资基金
005295,诺德天富灵活配置混合型证券投资基金
005296,南华丰淳混合型证券投资基金
005297,南华丰淳混合型证券投资基金
005298,国开泰富睿富债券型证券投资基金
005299,万家成长优选灵活配置混合型证券投资基金
005300,万家成长优选灵活配置混合型证券投资基金
005301,前海开源景鑫灵活配置混合型证券投资基金
005302,前海开源景鑫灵活配置混合型证券投资基金
005303,嘉实医药健康股票型证券投资基金
005304,嘉实医药健康股票型证券投资基金
005305,长信合利混合型证券投资基金
005306,长信合利混合型证券投资基金
005307,财通资管鑫达回报混合型证券投资基金
005308,财通资管鑫达回报混合型证券投资基金
005309,中银证券汇嘉定期开放债券型发起式证券投资基金
005310,广发电子信息传媒产业精选股票型发起式证券投资基金
005311,万家经济新动能混合型证券投资基金
005312,万家经济新动能混合型证券投资基金
005313,万家中证1000指数增强型发起式证券投资基金
005314,万家中证1000指数增强型发起式证券投资基金
005315,泰达宏利交利3个月定期开放债券型发起式证券投资基金
005316,泰达宏利交利3个月定期开放债券型发起式证券投资基金
005317,万家瑞舜灵活配置混合型证券投资基金
005318,万家瑞舜灵活配置混合型证券投资基金
005321,中银证券汇宇定期开放债券型发起式证券投资基金
005322,中银丰禧定期开放债券型发起式证券投资基金
005323,前海开源泽鑫灵活配置混合型证券投资基金
005324,前海开源泽鑫灵活配置混合型证券投资基金
005325,景顺长城泰恒回报灵活配置混合型证券投资基金
005326,景顺长城泰恒回报灵活配置混合型证券投资基金
005327,景顺长城景泰稳利定期开放债券型证券投资基金
005328,前海开源价值策略股票型证券投资基金
005329,汇添富民安增益定期开放混合型证券投资基金
005330,汇添富民安增益定期开放混合型证券投资基金
005331,益民优势安享灵活配置混合型证券投资基金
005335,浙商全景消费混合型证券投资基金
005336,中加颐慧三个月定期开放债券型发起式证券投资基金
005337,中加颐慧三个月定期开放债券型发起式证券投资基金
005338,兴业3个月定期开放债券型发起式证券投资基金
005339,兴业中证国有企业改革指数增强型证券投资基金
005340,兴业6个月定期开放债券型发起式证券投资基金
005341,长安裕泰灵活配置混合型证券投资基金
005342,长安裕泰灵活配置混合型证券投资基金
005343,长安裕盛灵活配置混合型证券投资基金
005344,长安裕盛灵活配置混合型证券投资基金
005345,长安泓润纯债债券型证券投资基金
005346,长安泓润纯债债券型证券投资基金
005350,诺德短债债券型证券投资基金
005351,汇添富行业整合主题混合型证券投资基金
005352,鹏扬景泰成长混合型发起式证券投资基金
005353,鹏扬景泰成长混合型发起式证券投资基金
005354,富国沪港深行业精选灵活配置混合型发起式证券投资基金
005355,中金金序量化成长混合型证券投资基金
005356,中金金序量化成长混合型证券投资基金
005357,富国国企改革灵活配置混合型证券投资基金
005358,东方阿尔法精选灵活配置混合型发起式证券投资基金
005359,东方阿尔法精选灵活配置混合型发起式证券投资基金
005360,汇安资产轮动灵活配置混合型证券投资基金
005361,中融聚商3个月定期开放债券型发起式证券投资基金
005362,中银证券安源债券型证券投资基金
005363,中银证券安源债券型证券投资基金
005364,华夏鼎顺三个月定期开放债券型发起式证券投资基金
005365,华夏鼎顺三个月定期开放债券型发起式证券投资基金
005366,上投摩根丰瑞债券型证券投资基金
005367,上投摩根丰瑞债券型证券投资基金
005369,富国臻利纯债定期开放债券型发起式证券投资基金
005370,申万菱信价值优选灵活配置混合型证券投资基金
005371,中加心悦灵活配置混合型证券投资基金
005372,中加心悦灵活配置混合型证券投资基金
005373,中加紫金灵活配置混合型证券投资基金
005374,中加紫金灵活配置混合型证券投资基金
005375,建信睿和纯债定期开放债券型发起式证券投资基金
005376,北信瑞丰华丰灵活配置混合型证券投资基金
005377,华安鼎瑞定期开放债券型发起式证券投资基金
005378,新疆前海联合泓元纯债定期开放债券型发起式证券投资基金
005379,汇添富价值创造定期开放混合型证券投资基金
005380,安信安盈保本混合型证券投资基金
005381,泰康睿利量化多策略混合型证券投资基金
005382,泰康睿利量化多策略混合型证券投资基金
005383,富国绿色纯债一年定期开放债券型证券投资基金
005384,银河铭忆3个月定期开放债券型发起式证券投资基金
005385,银河量化配置混合型证券投资基金
005386,银河睿达灵活配置混合型证券投资基金
